applicant_id,gender,age_group,consent_given,traditional_score,monthly_income_inr,debt_to_income_ratio,num_existing_loans,upi_monthly_tx_volume,bnpl_repayment_rate,utility_pay_punctuality,telecom_recharge_regularity,ecommerce_monthly_spend,ecommerce_return_rate,gig_income_stability_index,digital_footprint_consistency,device_change_frequency,mobile_wallet_tx_freq,default_flag
APP_1479,Female,25_50,True,564.0,28950.45,0.536,5,30,0.593,0.953,0.803,7265.95,0.09,0.468,0.487,1,14,1
APP_1480,Female,25_50,True,636.0,16737.96,0.398,1,22,0.87,0.856,0.571,2072.32,0.057,0.742,0.668,2,63,0
APP_1481,Female,Over_50,True,682.0,28447.49,0.22,1,84,0.673,0.863,0.586,6165.62,0.074,0.474,0.933,1,50,0
APP_1482,Male,Over_50,True,679.0,36621.95,0.146,1,48,0.509,0.506,0.855,3068.5,0.373,0.684,0.947,1,31,0
APP_1483,Female,Under_25,True,690.0,50933.33,0.22,0,28,0.825,0.522,0.518,8027.75,0.312,0.546,0.86,0,26,0
APP_1484,Female,25_50,True,673.0,25467.62,0.313,2,29,0.781,0.835,0.744,7248.32,0.206,0.433,0.908,0,35,0
APP_1485,Female,Over_50,True,609.0,92329.51,0.073,1,30,0.696,0.924,0.335,12148.24,0.044,0.678,0.78,2,39,0
APP_1486,Male,25_50,True,609.0,18606.77,0.249,1,30,0.656,0.699,0.945,1647.79,0.311,0.827,0.565,0,42,0
APP_1487,Male,Over_50,True,554.0,15000.0,0.614,0,48,0.744,0.803,0.792,1298.05,0.139,0.495,0.695,0,42,0
APP_1488,Female,25_50,True,793.0,70546.42,0.788,2,33,0.79,0.895,0.894,10471.36,0.165,0.324,0.751,2,68,0
APP_1489,Female,25_50,True,651.0,15000.0,0.309,2,42,0.511,0.621,0.589,1594.41,0.361,0.812,0.817,0,22,0
APP_1490,Male,25_50,True,632.0,32129.25,0.075,0,40,0.888,0.706,0.751,5035.62,0.182,0.641,0.944,1,11,0
APP_1491,Female,Under_25,True,576.0,235769.21,0.354,1,52,0.789,0.943,0.611,50000.0,0.24,0.448,0.998,0,28,0
APP_1492,Male,25_50,True,850.0,36054.03,0.067,3,64,0.72,0.815,0.467,9808.14,0.026,0.661,0.871,1,29,0
APP_1493,Male,25_50,True,564.0,18537.29,0.2,1,63,0.92,0.882,0.446,1437.41,0.082,0.774,0.905,2,45,0
APP_1494,Male,25_50,True,616.0,35086.14,0.318,2,41,0.912,0.916,0.85,8494.43,0.06,0.782,0.585,0,17,0
APP_1495,Male,25_50,True,683.0,35225.29,0.374,1,40,0.858,0.657,0.847,2672.55,0.043,0.56,0.827,1,35,0
APP_1496,Female,25_50,True,698.0,39990.21,0.537,0,61,0.547,0.889,0.914,5792.92,0.057,0.564,0.897,0,85,0
APP_1497,Male,Over_50,True,727.0,54033.41,0.071,3,53,0.916,0.819,0.287,16163.39,0.117,0.481,0.792,1,27,0
APP_1498,Female,Over_50,True,795.0,19468.12,0.263,1,79,0.96,0.831,0.72,1307.66,0.117,0.481,0.968,2,42,0
APP_1499,Non-Binary,25_50,True,690.0,99960.34,0.182,2,54,0.915,0.926,0.829,5569.82,0.069,0.611,0.867,1,57,0
APP_1500,Female,25_50,True,566.0,42069.09,0.388,8,52,0.779,0.684,0.918,5612.53,0.183,0.684,0.764,2,75,0
APP_1501,Female,25_50,True,629.0,56166.54,0.109,0,17,0.799,0.803,0.848,16163.62,0.237,0.536,0.781,0,22,0
APP_1502,Male,25_50,True,675.0,24912.14,0.088,3,30,0.792,0.802,0.683,1370.41,0.122,0.664,0.922,0,35,0
APP_1503,Female,Over_50,True,815.0,78576.6,0.279,3,52,0.581,0.573,0.874,8303.81,0.049,0.322,0.78,0,16,0
APP_1504,Female,Under_25,True,538.0,31125.06,0.05,2,51,0.824,0.814,0.725,6249.62,0.12,0.724,0.623,0,70,0
APP_1505,Male,Under_25,True,746.0,42895.9,0.456,1,60,0.888,0.886,0.684,4651.56,0.027,0.454,0.761,0,33,0
APP_1506,Female,Over_50,True,664.0,20746.57,0.356,0,73,0.751,0.792,0.63,1316.41,0.18,0.583,0.982,0,25,0
APP_1507,Female,25_50,True,717.0,19967.1,0.254,1,50,0.819,0.818,0.391,1260.15,0.107,0.559,0.995,1,27,0
APP_1508,Female,25_50,True,642.0,54881.04,0.189,0,42,0.799,0.811,0.743,10415.86,0.061,0.644,0.887,2,38,0
APP_1509,Female,Over_50,False,583.0,27829.06,0.268,3,73,0.848,0.893,0.636,5300.7,0.209,0.698,0.886,0,37,0
APP_1510,Female,Under_25,True,710.0,21757.33,0.259,5,34,0.689,0.75,0.803,4930.61,0.107,0.451,0.687,1,40,0
APP_1511,Male,Over_50,True,702.0,24688.43,0.525,1,47,0.338,0.975,0.785,2047.54,0.099,0.186,0.84,0,48,0
APP_1512,Female,25_50,True,728.0,55236.09,0.53,1,90,0.857,0.893,0.499,9664.27,0.155,0.583,0.832,0,40,0
APP_1513,Female,25_50,True,649.0,24898.86,0.517,0,52,0.794,0.895,0.81,4985.68,0.046,0.423,0.801,1,84,0
APP_1514,Male,25_50,True,602.0,33840.28,0.555,0,34,0.827,0.836,0.954,3573.33,0.171,0.377,0.82,0,64,0
APP_1515,Male,Over_50,True,525.0,36644.43,0.348,1,57,0.477,0.863,0.862,6846.49,0.1,0.532,0.767,0,50,0
APP_1516,Male,Under_25,True,716.0,15000.0,0.171,2,51,0.904,0.917,0.591,3405.89,0.441,0.772,0.547,0,35,0
APP_1517,Female,25_50,True,684.0,15022.8,0.479,1,44,0.894,0.689,0.888,4472.44,0.085,0.445,0.75,0,76,0
APP_1518,Non-Binary,25_50,True,573.0,44434.29,0.547,2,57,0.814,0.784,0.725,8847.12,0.115,0.333,0.693,0,46,0
APP_1519,Male,25_50,True,607.0,23336.7,0.435,2,27,0.738,0.862,0.728,6191.17,0.161,0.867,0.705,0,36,0
APP_1520,Female,25_50,True,613.0,68462.06,0.442,2,32,0.804,0.726,0.699,17691.84,0.358,0.657,0.638,2,18,0
APP_1521,Male,Under_25,True,531.0,64866.35,0.198,1,31,0.81,0.861,0.631,18491.24,0.018,0.937,0.73,1,48,0
APP_1522,Female,25_50,True,585.0,55910.15,0.45,1,39,0.287,0.952,0.724,12902.04,0.152,0.889,0.934,0,26,0
APP_1523,Female,25_50,True,559.0,108213.68,0.14,2,87,0.829,0.929,0.603,11175.78,0.051,0.71,0.773,1,30,0
APP_1524,Female,25_50,True,617.0,34549.43,0.512,1,30,0.614,0.962,0.935,4302.19,0.266,0.56,0.882,2,63,0
APP_1525,Male,25_50,True,591.0,53601.33,0.212,1,45,0.774,0.874,0.677,13195.11,0.099,0.584,0.737,0,49,0
APP_1526,Male,Under_25,True,520.0,25574.71,0.085,3,51,0.808,0.877,0.897,4608.71,0.028,0.853,0.451,0,37,0
APP_1527,Male,Over_50,True,812.0,158169.41,0.588,1,68,0.903,0.782,0.838,17845.81,0.04,0.569,0.797,1,50,0
APP_1528,Male,Under_25,True,750.0,119393.52,0.447,3,65,0.681,0.741,0.821,25570.22,0.105,0.639,0.966,1,88,0
APP_1529,Female,Over_50,True,588.0,36575.29,0.368,1,18,0.699,0.736,0.641,10117.97,0.033,0.435,0.768,1,54,0
APP_1530,Female,25_50,True,672.0,45795.99,0.335,2,27,0.801,0.873,0.754,6384.99,0.063,0.83,0.83,1,52,0
APP_1531,Non-Binary,25_50,True,683.0,82090.58,0.208,3,46,0.855,0.885,0.951,16341.05,0.062,0.629,0.694,0,24,0
APP_1532,Non-Binary,25_50,True,745.0,33246.88,0.411,0,28,0.921,0.963,0.772,6495.61,0.187,0.85,0.844,0,47,0
APP_1533,Female,Under_25,True,585.0,24490.13,0.142,1,41,0.605,0.952,0.709,2001.91,0.279,0.705,0.827,3,7,0
APP_1534,Female,25_50,True,737.0,61352.66,0.102,2,73,0.935,0.901,0.736,4451.83,0.157,0.371,0.834,1,20,0
APP_1535,Female,25_50,True,606.0,38065.5,0.508,2,42,0.532,0.773,0.912,10367.39,0.159,0.634,0.72,0,72,0
APP_1536,Female,25_50,True,543.0,40529.96,0.436,1,19,0.81,0.806,0.681,11485.55,0.14,0.763,0.948,0,57,0
APP_1537,Male,Under_25,True,708.0,22014.07,0.501,3,24,0.728,0.892,0.914,6077.21,0.058,0.665,0.701,2,81,0
APP_1538,Male,25_50,True,753.0,15000.0,0.626,1,38,0.766,0.879,0.576,2237.46,0.258,0.53,0.692,1,42,0
APP_1539,Male,25_50,True,850.0,41843.24,0.129,4,32,0.737,0.758,0.78,5100.9,0.13,0.483,0.634,3,41,0
APP_1540,Female,25_50,True,554.0,62503.46,0.364,2,66,0.749,0.79,0.821,17847.43,0.189,0.458,0.736,1,71,0
APP_1541,Female,25_50,True,706.0,31714.08,0.253,4,55,0.489,0.612,0.742,8585.02,0.144,0.879,0.711,1,45,0
APP_1542,Male,25_50,True,617.0,85978.94,0.395,1,64,0.762,0.717,0.736,21920.7,0.099,0.641,0.98,2,35,0
APP_1543,Female,25_50,True,713.0,23804.98,0.21,1,54,0.925,0.783,0.84,3179.07,0.137,0.696,0.891,3,46,0
APP_1544,Female,Under_25,True,532.0,19286.82,0.477,2,23,0.956,0.921,0.482,4044.17,0.34,0.619,0.643,0,23,0
APP_1545,Male,25_50,True,549.0,34879.75,0.444,1,31,0.708,0.938,0.781,8287.61,0.248,0.325,0.867,0,72,0
APP_1546,Male,Under_25,True,588.0,34559.73,0.352,2,12,0.666,0.683,0.427,6705.92,0.018,0.841,0.852,2,67,0
APP_1547,Female,25_50,True,656.0,57640.53,0.05,3,35,0.801,0.698,0.776,11556.99,0.124,0.726,0.955,1,35,0
APP_1548,Female,25_50,True,599.0,22811.55,0.231,4,57,0.568,0.804,0.787,5455.88,0.194,0.536,0.842,0,25,0
APP_1549,Female,Under_25,True,703.0,82525.0,0.613,1,33,0.867,0.85,0.757,19946.87,0.076,0.389,0.948,1,21,0
APP_1550,Female,25_50,False,732.0,118201.99,0.396,1,43,0.727,0.643,0.841,13000.7,0.096,0.32,0.696,0,81,0
APP_1551,Female,Under_25,True,698.0,35472.52,0.521,0,70,0.884,0.757,0.84,5238.18,0.092,0.447,0.847,3,28,0
APP_1552,Female,25_50,True,780.0,76866.56,0.05,0,36,0.422,0.671,0.453,18855.07,0.051,0.718,0.663,0,42,0
APP_1553,Female,Over_50,True,683.0,19266.09,0.05,1,37,0.935,0.551,0.451,2222.57,0.096,0.758,0.864,2,50,0
APP_1554,Female,Under_25,True,553.0,69226.08,0.252,1,31,0.566,0.899,0.8,19307.05,0.181,0.401,0.558,2,29,0
APP_1555,Male,Over_50,True,759.0,68075.04,0.36,2,84,0.791,0.828,0.824,17680.67,0.382,0.764,0.511,0,58,0
APP_1556,Male,25_50,True,602.0,60965.44,0.397,0,72,0.823,0.906,0.46,16696.24,0.128,0.462,0.807,1,19,0
APP_1557,Male,25_50,True,723.0,35977.97,0.218,1,35,0.94,0.9,0.692,4472.96,0.224,0.349,0.894,0,71,0
APP_1558,Female,Under_25,False,776.0,15000.0,0.272,2,30,0.945,0.807,0.482,1144.19,0.02,0.629,0.868,0,42,0
APP_1559,Female,25_50,False,687.0,24710.01,0.08,1,36,0.697,0.788,0.837,1856.9,0.074,0.633,0.843,0,99,0
APP_1560,Female,25_50,True,530.0,24945.54,0.315,2,61,0.74,0.963,0.831,4714.13,0.09,0.656,0.557,1,60,0
APP_1561,Male,25_50,True,577.0,20192.11,0.117,2,12,0.831,0.429,0.787,2552.23,0.2,0.666,0.823,2,44,0
APP_1562,Male,Under_25,True,756.0,39079.21,0.433,1,49,0.737,0.601,0.445,4528.51,0.452,0.321,0.648,1,19,0
APP_1563,Male,Under_25,True,636.0,28243.59,0.269,4,55,0.746,0.743,0.884,2982.56,0.604,0.787,0.922,3,52,0
APP_1564,Male,25_50,True,656.0,22142.03,0.425,1,25,0.792,0.776,0.758,4218.6,0.011,0.603,0.927,1,45,0
APP_1565,Female,25_50,True,711.0,19239.48,0.18,3,57,0.706,0.774,0.671,3598.24,0.207,0.76,0.83,0,43,0
APP_1566,Male,Under_25,True,706.0,23639.92,0.303,3,32,0.899,0.864,0.511,3677.86,0.132,0.472,0.947,1,45,0
APP_1567,Male,25_50,True,672.0,71175.19,0.181,0,40,0.691,0.87,0.971,6022.13,0.152,0.666,0.914,2,28,0
APP_1568,Female,25_50,True,633.0,24425.55,0.149,5,21,0.684,0.956,0.893,6892.86,0.099,0.436,0.906,2,66,0
APP_1569,Male,Over_50,True,625.0,26663.12,0.223,3,73,0.838,0.963,0.445,4185.68,0.16,0.768,0.838,2,46,0
APP_1570,Female,25_50,True,719.0,27611.33,0.15,1,28,0.972,0.787,0.692,2234.05,0.098,0.304,0.756,2,48,0
APP_1571,Female,Over_50,True,694.0,44506.75,0.453,1,50,0.892,0.975,0.938,2637.9,0.218,0.576,0.851,0,22,0
APP_1572,Male,25_50,True,629.0,47750.73,0.272,2,54,0.718,0.914,0.79,4209.15,0.195,0.691,0.9,1,10,0
APP_1573,Female,25_50,True,737.0,15000.0,0.221,3,73,0.853,0.897,0.879,1864.22,0.232,0.621,0.95,4,23,0
APP_1574,Female,Under_25,True,640.0,67035.74,0.29,1,68,0.775,0.761,0.912,13911.48,0.139,0.689,0.834,2,24,0
APP_1575,Female,25_50,True,582.0,85975.77,0.206,1,41,0.82,0.885,0.771,25168.02,0.044,0.397,0.808,0,28,0
APP_1576,Male,Over_50,True,589.0,19339.17,0.246,0,27,0.341,0.502,0.678,2282.35,0.128,0.686,0.9,0,70,0
APP_1577,Female,25_50,True,572.0,20264.4,0.396,0,14,0.705,0.76,0.819,5014.45,0.086,0.575,0.943,1,25,0
APP_1578,Female,25_50,False,628.0,27718.3,0.257,1,52,0.576,0.811,0.799,7701.43,0.079,0.459,0.927,0,27,0
APP_1579,Male,25_50,True,749.0,23072.52,0.244,0,39,0.817,0.9,0.817,3412.27,0.111,0.372,0.689,1,60,0
APP_1580,Male,Under_25,False,586.0,41537.67,0.467,0,44,0.845,0.78,0.885,4706.98,0.077,0.369,0.813,3,42,0
APP_1581,Non-Binary,Over_50,True,665.0,15000.0,0.107,1,51,0.661,0.824,0.629,2591.5,0.1,0.909,0.82,1,13,0
APP_1582,Female,25_50,True,597.0,18568.9,0.187,0,26,0.839,0.912,0.863,5091.18,0.111,0.805,0.977,1,15,0
APP_1583,Male,25_50,True,629.0,91447.32,0.219,2,64,0.903,0.486,0.729,4823.43,0.276,0.541,0.762,2,41,0
APP_1584,Female,25_50,True,529.0,20807.48,0.571,3,51,0.981,0.824,0.704,3571.77,0.13,0.624,0.676,1,19,0
APP_1585,Male,25_50,False,632.0,76577.38,0.288,2,34,0.749,0.709,0.876,18332.53,0.077,0.792,0.595,2,26,0
APP_1586,Male,Under_25,True,635.0,44945.36,0.234,1,31,0.938,0.792,0.381,9001.77,0.152,0.43,0.89,1,63,0
APP_1587,Male,25_50,True,693.0,15000.0,0.081,3,48,0.711,0.708,0.758,2615.02,0.11,0.569,0.913,0,36,0
APP_1588,Male,Under_25,True,668.0,53167.23,0.171,1,46,0.303,0.804,0.928,10016.88,0.175,0.421,0.764,1,20,0
APP_1589,Male,25_50,True,554.0,33840.03,0.394,4,81,0.722,0.746,0.72,6930.71,0.218,0.379,0.857,1,130,0
APP_1590,Male,25_50,True,737.0,27631.72,0.141,1,51,0.87,0.546,0.811,6093.31,0.025,0.46,0.897,0,68,0
APP_1591,Female,25_50,True,667.0,42065.12,0.339,1,64,0.829,0.793,0.792,5849.0,0.15,0.188,0.608,2,39,0
APP_1592,Male,25_50,True,666.0,48280.36,0.537,2,42,0.763,0.831,0.976,8658.77,0.093,0.603,0.921,0,38,0
APP_1593,Male,25_50,True,649.0,55523.14,0.24,3,30,0.791,0.831,0.942,6573.53,0.204,0.633,0.994,1,33,0
APP_1594,Female,Under_25,True,609.0,73640.59,0.192,0,33,0.735,0.732,0.907,21797.43,0.052,0.762,0.622,1,35,0
APP_1595,Male,25_50,True,667.0,46391.96,0.075,1,28,0.92,0.84,0.727,4491.76,0.164,0.595,0.882,0,21,0
APP_1596,Female,25_50,True,688.0,15908.67,0.295,0,24,0.623,0.85,0.841,1394.62,0.114,0.712,0.725,0,66,0
APP_1597,Male,25_50,True,510.0,27331.98,0.351,1,72,0.813,0.565,0.639,3203.46,0.315,0.482,0.709,2,19,0
APP_1598,Male,25_50,True,607.0,212315.57,0.105,2,64,0.965,0.537,0.835,50000.0,0.22,0.675,0.962,0,74,0
APP_1599,Male,Under_25,True,630.0,56088.98,0.05,2,32,0.776,0.609,0.626,12043.09,0.039,0.258,0.886,2,32,0
APP_1600,Male,25_50,True,670.0,150478.03,0.298,2,53,0.867,0.743,0.713,24675.67,0.186,0.731,0.876,0,74,0
APP_1601,Male,Under_25,True,745.0,83889.9,0.222,4,22,0.712,0.843,0.707,23602.33,0.311,0.671,0.796,0,39,0
APP_1602,Male,25_50,True,588.0,41985.57,0.507,1,20,0.879,0.585,0.595,11547.58,0.104,0.616,0.802,0,52,0
APP_1603,Male,25_50,True,610.0,43514.27,0.091,2,46,0.891,0.846,0.602,6544.46,0.243,0.754,0.732,1,43,0
APP_1604,Male,Under_25,True,609.0,35527.13,0.525,0,22,0.971,0.68,0.618,6782.49,0.257,0.728,0.8,2,41,0
APP_1605,Male,25_50,True,586.0,15000.0,0.297,1,40,0.566,0.975,0.619,4145.15,0.082,0.532,0.885,0,33,0
APP_1606,Male,Under_25,True,622.0,36710.88,0.27,3,52,0.807,0.556,0.927,4766.9,0.078,0.615,0.844,1,19,0
APP_1607,Male,25_50,True,712.0,75087.15,0.467,3,54,0.758,0.876,0.759,11404.56,0.177,0.483,0.76,0,54,0
APP_1608,Female,25_50,False,566.0,25341.94,0.501,0,51,0.881,0.718,0.847,6291.23,0.048,0.829,0.82,0,103,0
APP_1609,Female,Under_25,True,684.0,46498.34,0.213,2,88,0.907,0.782,0.866,10446.3,0.303,0.777,0.918,1,65,0
APP_1610,Male,25_50,True,514.0,60533.65,0.364,1,30,0.876,0.842,0.879,3762.93,0.131,0.63,0.85,1,24,0
APP_1611,Female,Under_25,True,605.0,21040.23,0.251,1,53,0.876,0.915,0.867,1669.42,0.112,0.658,0.887,2,14,0
APP_1612,Female,Under_25,True,624.0,27700.85,0.107,4,21,0.803,0.946,0.768,7245.6,0.015,0.893,0.878,1,65,0
APP_1613,Male,25_50,True,784.0,19717.33,0.334,0,52,0.963,0.686,0.854,1132.46,0.16,0.823,0.673,0,69,0
APP_1614,Female,25_50,True,628.0,22174.55,0.236,0,35,0.696,0.805,0.535,6208.48,0.151,0.384,0.693,0,38,0
APP_1615,Female,Under_25,True,474.0,16771.51,0.16,0,36,0.858,0.373,0.754,1978.0,0.162,0.703,0.917,1,29,0
APP_1616,Male,25_50,True,490.0,21157.1,0.168,1,42,0.812,0.93,0.74,4222.85,0.081,0.583,0.609,1,87,0
APP_1617,Male,25_50,True,653.0,85107.75,0.386,3,43,0.872,0.8,0.585,16267.94,0.505,0.658,0.82,0,46,0
APP_1618,Female,25_50,True,699.0,20967.18,0.282,1,56,0.964,0.728,0.716,3125.44,0.106,0.678,0.834,1,47,0
APP_1619,Female,25_50,True,680.0,39178.19,0.21,2,22,0.645,0.918,0.586,2266.82,0.169,0.673,0.853,1,32,0
APP_1620,Male,25_50,True,663.0,26856.92,0.216,1,27,0.75,0.704,0.881,2635.14,0.222,0.68,0.716,1,53,0
APP_1621,Male,Over_50,True,743.0,73667.69,0.09,0,40,0.736,0.906,0.684,15009.3,0.079,0.726,0.87,1,40,0
APP_1622,Male,25_50,True,607.0,79753.62,0.453,3,56,0.768,0.814,0.61,12887.64,0.038,0.625,0.78,2,23,0
APP_1623,Male,Over_50,True,722.0,60988.58,0.262,2,35,0.949,0.49,0.668,9359.26,0.13,0.631,0.831,1,58,0
APP_1624,Female,25_50,False,519.0,43637.87,0.32,2,40,0.942,0.812,0.975,3247.78,0.238,0.646,0.806,0,30,0
APP_1625,Male,Over_50,True,578.0,31614.28,0.31,1,46,0.882,0.827,0.695,4324.26,0.018,0.812,0.934,0,45,0
APP_1626,Male,Under_25,True,505.0,17763.04,0.559,0,68,0.861,0.947,0.878,3225.9,0.089,0.642,0.748,1,25,0
APP_1627,Female,25_50,True,628.0,116554.86,0.291,2,66,0.677,0.747,0.773,8091.61,0.07,0.462,0.652,1,49,0
APP_1628,Male,25_50,True,646.0,23021.78,0.169,2,38,0.876,0.913,0.89,1534.95,0.212,0.369,0.817,0,42,0
APP_1629,Male,25_50,True,659.0,54078.27,0.295,2,31,0.804,0.68,0.633,9349.5,0.187,0.275,0.909,1,37,0
APP_1630,Female,25_50,True,655.0,68578.84,0.05,1,46,0.73,0.912,0.762,13051.45,0.158,0.546,0.94,2,53,0
APP_1631,Female,25_50,True,576.0,26025.49,0.213,2,46,0.47,0.542,0.729,2977.59,0.145,0.276,0.712,1,70,0
APP_1632,Female,Under_25,True,635.0,67697.7,0.368,2,25,0.919,0.964,0.759,8898.29,0.457,0.518,0.786,0,26,0
APP_1633,Female,Under_25,True,530.0,57441.82,0.159,1,65,0.834,0.841,0.977,14315.51,0.102,0.598,0.651,2,88,0
APP_1634,Male,25_50,True,759.0,102413.96,0.553,3,36,0.889,0.799,0.745,27376.17,0.048,0.918,0.757,0,25,0
APP_1635,Male,25_50,False,626.0,27402.57,0.115,4,40,0.827,0.943,0.563,3598.15,0.128,0.448,0.768,0,45,0
APP_1636,Female,Over_50,True,611.0,16789.04,0.392,0,10,0.921,0.877,0.603,2332.48,0.362,0.616,0.722,1,40,0
APP_1637,Male,25_50,True,777.0,26814.72,0.199,4,40,0.958,0.815,0.875,6906.98,0.04,0.651,0.559,2,28,0
APP_1638,Male,Over_50,True,551.0,41163.7,0.625,1,31,0.938,0.566,0.908,12079.84,0.122,0.643,0.822,0,56,0
APP_1639,Male,25_50,True,560.0,37606.33,0.295,4,27,0.933,0.684,0.839,4894.4,0.042,0.582,0.841,0,56,0
APP_1640,Male,25_50,False,562.0,28679.48,0.129,2,42,0.802,0.697,0.847,7089.04,0.022,0.609,0.902,0,13,0
APP_1641,Male,Under_25,True,645.0,15000.0,0.46,5,16,0.701,0.792,0.9,2548.85,0.037,0.422,0.907,0,93,0
APP_1642,Male,25_50,True,685.0,48160.28,0.342,2,45,0.625,0.874,0.814,5583.32,0.2,0.288,0.868,0,28,0
APP_1643,Male,25_50,True,709.0,118587.54,0.43,0,25,0.724,0.767,0.74,26142.18,0.077,0.49,0.924,1,66,0
APP_1644,Male,Under_25,True,850.0,47980.54,0.437,2,89,0.72,0.937,0.657,7947.38,0.153,0.574,0.881,2,32,0
APP_1645,Female,25_50,True,470.0,52338.18,0.185,3,35,0.736,0.816,0.928,6125.69,0.226,0.839,0.838,1,98,0
APP_1646,Female,Over_50,True,699.0,51198.59,0.681,2,67,0.78,0.677,0.481,3932.43,0.056,0.821,0.944,1,32,0
APP_1647,Female,25_50,True,605.0,46084.32,0.51,1,42,0.977,0.593,0.627,12292.47,0.107,0.629,0.914,3,52,0
APP_1648,Female,25_50,True,603.0,63512.98,0.443,1,21,0.784,0.597,0.807,17127.35,0.181,0.72,0.72,2,40,0
APP_1649,Female,25_50,True,600.0,46038.08,0.258,3,73,0.67,0.724,0.871,3164.68,0.369,0.599,0.919,3,72,0
APP_1650,Male,Under_25,True,577.0,30103.41,0.098,2,40,0.854,0.865,0.738,6497.79,0.318,0.63,0.833,0,67,0
APP_1651,Female,25_50,True,785.0,22525.58,0.051,3,46,0.591,0.761,0.707,2041.82,0.017,0.719,0.76,0,24,0
APP_1652,Female,25_50,True,717.0,31276.3,0.09,5,28,0.914,0.864,0.894,6617.44,0.184,0.891,0.496,0,14,0
APP_1653,Female,Under_25,True,652.0,43847.71,0.177,1,33,0.782,0.824,0.782,12141.62,0.18,0.432,0.835,0,28,0
APP_1654,Male,25_50,True,758.0,30041.96,0.219,1,36,0.696,0.601,0.537,3456.44,0.118,0.671,0.775,0,41,0
APP_1655,Male,25_50,True,529.0,43853.21,0.191,3,84,0.778,0.857,0.674,6007.11,0.113,0.305,0.757,2,57,0
APP_1656,Male,25_50,True,544.0,47263.33,0.485,2,37,0.914,0.864,0.482,11758.29,0.127,0.336,0.645,0,19,0
APP_1657,Male,Over_50,True,476.0,59868.61,0.373,2,40,0.847,0.666,0.701,13999.88,0.013,0.707,0.807,2,70,0
APP_1658,Female,Under_25,True,594.0,78407.67,0.559,2,99,0.615,0.918,0.703,11930.81,0.183,0.547,0.776,0,71,0
APP_1659,Female,25_50,True,663.0,38055.64,0.178,1,41,0.749,0.77,0.764,9975.79,0.121,0.924,0.625,0,43,0
APP_1660,Male,25_50,True,658.0,16569.75,0.362,5,35,0.666,0.845,0.795,4641.96,0.064,0.451,0.831,0,44,0
APP_1661,Non-Binary,Over_50,True,662.0,29523.37,0.563,0,44,0.522,0.944,0.663,4817.06,0.081,0.726,0.91,3,10,0
APP_1662,Female,Under_25,True,537.0,37288.4,0.558,2,26,0.936,0.975,0.593,2232.19,0.113,0.161,0.824,0,63,0
APP_1663,Male,25_50,True,714.0,15000.0,0.05,2,34,0.804,0.462,0.776,2660.4,0.118,0.702,0.793,0,71,0
APP_1664,Male,25_50,True,669.0,83549.85,0.152,1,34,0.885,0.803,0.712,19627.58,0.236,0.829,0.93,0,25,0
APP_1665,Male,25_50,True,709.0,39554.18,0.057,0,48,0.885,0.783,0.63,4153.54,0.305,0.602,0.79,0,8,0
APP_1666,Male,Under_25,True,499.0,45652.41,0.302,0,31,0.972,0.625,0.515,3417.43,0.083,0.659,0.89,1,82,0
APP_1667,Male,25_50,True,675.0,82397.95,0.375,1,34,0.883,0.845,0.809,9995.17,0.056,0.697,0.885,1,49,0
APP_1668,Male,25_50,True,555.0,24882.36,0.196,1,55,0.596,0.907,0.517,1316.2,0.146,0.828,0.77,0,76,0
APP_1669,Male,25_50,True,618.0,51247.66,0.448,3,38,0.919,0.573,0.802,11728.95,0.183,0.44,0.85,0,78,0
APP_1670,Male,25_50,True,693.0,33998.83,0.226,2,68,0.645,0.763,0.927,2941.48,0.144,0.899,0.874,0,16,0
APP_1671,Female,25_50,True,657.0,32517.96,0.144,2,42,0.909,0.613,0.7,7508.8,0.207,0.472,0.806,1,49,0
APP_1672,Male,25_50,True,582.0,22849.5,0.271,1,52,0.811,0.828,0.884,2482.3,0.226,0.473,0.633,0,54,0
APP_1673,Female,Under_25,True,651.0,98652.8,0.065,1,35,0.838,0.81,0.833,29400.07,0.019,0.534,0.82,1,67,0
APP_1674,Male,Over_50,True,527.0,28989.82,0.378,3,40,0.808,0.964,0.786,5303.65,0.079,0.562,0.789,1,25,0
APP_1675,Non-Binary,25_50,True,742.0,55253.03,0.59,2,54,0.924,0.938,0.845,3333.68,0.038,0.734,0.974,0,36,0
APP_1676,Male,25_50,True,634.0,15000.0,0.475,0,36,0.858,0.865,0.758,3647.55,0.065,0.966,0.896,1,15,0
APP_1677,Male,Under_25,False,739.0,73717.32,0.398,2,33,0.39,0.865,0.742,11243.56,0.104,0.532,0.788,0,65,0
APP_1678,Female,Under_25,True,608.0,68276.89,0.424,2,81,0.628,0.847,0.544,13780.35,0.024,0.608,0.676,0,61,0
APP_1679,Female,25_50,True,608.0,38501.81,0.243,3,31,0.973,0.865,0.915,11080.95,0.065,0.6,0.635,1,36,0
APP_1680,Female,25_50,True,589.0,31692.47,0.404,1,32,0.635,0.891,0.624,5683.01,0.155,0.634,0.699,1,66,0
APP_1681,Male,25_50,True,720.0,46166.05,0.188,2,64,0.718,0.934,0.87,11592.02,0.065,0.441,0.897,0,41,0
APP_1682,Male,Under_25,False,593.0,143382.96,0.224,1,28,0.974,0.58,0.914,18022.98,0.093,0.429,0.753,1,47,0
